season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,was_home,yellow_cards,GW,season_weight,predicted_points,is_selected,value
2024-25,Robin Olsen,GK,Aston Villa,0,0,0,0,0.0,-1.0,-1.0,0,0,0.0,0.0,Unknown,0,-1.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.5,0.0,is_selected_49,4.5
2024-25,Pau Torres,DEF,Aston Villa,0,0,20,0,2.9,-1.0,-1.0,3,0,4.0,37.6,Unknown,180,-1.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,,0,0.0,0.5,2.73,is_selected_50,4.5
2024-25,Jacob Ramsey,MID,Aston Villa,1,0,25,0,23.7,-1.0,-1.0,2,0,8.0,25.6,Unknown,53,-1.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,5,0.0,0.0,0.0,,0,0.0,0.5,5.14,is_selected_51,5.5
2024-25,Morgan Rogers,MID,Aston Villa,0,0,30,0,46.7,-1.0,-1.0,3,0,11.0,32.2,Unknown,180,-1.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,31.0,4,0.0,0.0,0.0,,0,0.0,0.5,4.22,is_selected_52,5.0
2024-25,Viljami Sinisalo,GK,Aston Villa,0,0,0,0,0.0,-1.0,-1.0,0,0,0.0,0.0,Unknown,0,-1.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.5,0.0,is_selected_53,4.0
2024-25,Lino Sousa,DEF,Aston Villa,0,0,0,0,0.0,-1.0,-1.0,0,0,0.0,0.0,Unknown,0,-1.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.5,0.0,is_selected_54,4.0
2024-25,Youri Tielemans,MID,Aston Villa,1,2,41,0,67.6,-1.0,-1.0,3,0,12.5,53.4,Unknown,180,-1.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,9,0.0,0.0,0.0,,0,0.0,0.5,9.01,is_selected_55,5.5
2024-25,Ollie Watkins,FWD,Aston Villa,0,0,2,1,21.5,-1.0,-1.0,1,0,5.1,3.2,Unknown,125,-1.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,4,0.0,0.0,0.0,,0,0.0,0.5,3.28,is_selected_56,9.0
2024-25,Amadou Onana,MID,Aston Villa,0,3,40,0,6.3,-1.0,-1.0,2,1,9.5,48.8,Unknown,165,-1.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39.0,11,0.0,0.0,0.0,,1,0.0,0.5,10.61,is_selected_57,5.0
2024-25,Jaden Philogene,MID,Aston Villa,0,0,1,0,1.5,-1.0,-1.0,0,0,0.5,0.0,Unknown,16,-1.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,,1,0.0,0.5,0.42,is_selected_58,5.5
2024-25,Lamare Bogarde,DEF,Aston Villa,0,0,0,0,0.0,-1.0,-1.0,0,0,0.0,0.0,Unknown,0,-1.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0.5,0.0,is_selected_59,4.0
